category,handle,sub_category
Celebrity,Divyanka_T,Actor
Celebrity,Purab_Kohli,Actor
Celebrity,FardeenFKhan,Actor
Celebrity,kkundrra,Actor
Celebrity,SurveenChawla,Actor
Celebrity,gayathriraguram,Actor
Celebrity,parnomittra,Actor
Celebrity,vgyalakshmi,Actor
Celebrity,vidya_balan,Actor
Celebrity,PiaBajpai,Actor
Celebrity,drashti10,Actor
Celebrity,sonalchauhan7,Actor
Celebrity,tiscatime,Actor
Celebrity,AftabShivdasani,Actor
Celebrity,alekhlas11,Actor
Celebrity,arshbajwaa,Actor
Celebrity,poojabeditweets,Actor
Celebrity,kamaladli,Actor
Celebrity,kunalkemmu,Actor
Celebrity,Esha_Deol,Actor
Celebrity,mugdhagodse267,Actor
Celebrity,bani_j,Actor
Celebrity,RamKapoor,Actor
Celebrity,saurabhraajjain,Actor
Celebrity,KirronKherBJP,Actor
Celebrity,khurafatinitin,Actor
Celebrity,pathakvinay,Actor
Celebrity,shazahnpadamsee,Actor
Celebrity,KVBohra,Actor
Celebrity,mrrajatkapoor,Actor
Celebrity,KajalAgarwal,Actor
Celebrity,Shriya_S,Actor
Celebrity,Ranbir_Kapoor,Actor
Celebrity,shibanidandekar,Actor
Celebrity,KarthikaNair9,Actor
Celebrity,AbhayDeol,Actor
Celebrity,PrithviOfficial,Actor
Celebrity,shamasikander,Actor
Celebrity,SDsridivya,Actor
Celebrity,iamsonalibendre,Actor
Celebrity,iamsunnydeol,Actor
Celebrity,senaparna,Actor
Celebrity,sanaak21,Actor
Celebrity,sargun_mehta,Actor
Celebrity,Vaaniofficial,Actor
Celebrity,thisIsMukti,Actor
Celebrity,shreyastalpade1,Actor
Celebrity,RichaChadha,Actor
Celebrity,shafaqnaaz777,Actor
Celebrity,Charnpreet77,Actor
Celebrity,Amitab_Bachan,Actor
Celebrity,neelamkothari,Actor
Celebrity,inamitha,Actor
Celebrity,jiahkhan,Actor
Celebrity,shaktiarora,Actor
Celebrity,maheepkapoor,Actor
Celebrity,ChunkyThePanday,Actor
Celebrity,Shahid_Online,Actor
Celebrity,VidyutJammwal,Actor
Celebrity,BhavanaPandey,Actor
Celebrity,RanvirShorey,Actor
Celebrity,rohiniyer,Actor
Celebrity,chiyaanCVF,Actor
Celebrity,iamDivyaKhosla,Actor
Celebrity,sanjaysuri,Actor
Celebrity,sanasaeed17,Actor
Celebrity,Iamksgofficial,Actor
Celebrity,_anushkashetty,Actor
Celebrity,ShahanaGoswami,Actor
Celebrity,Vidya_BalanFC,Actor
Celebrity,rimakallingal,Actor
Celebrity,STRhere,Actor
Celebrity,Payal_Rohatgi,Actor
Celebrity,iKabirBedi,Actor
Celebrity,winkywiryawan,Actor
Celebrity,AmyraDastur93,Actor
Celebrity,kangna_ranaut,Actor
Celebrity,theparasarora,Actor
Celebrity,Tweet2Rhea,Actor
Celebrity,itsmedevanand,Actor
Celebrity,yuvikachoudhary,Actor
Celebrity,PriyankaFanClub,Actor
Celebrity,MeiyangChang,Actor
Celebrity,PraneetBhat,Actor
Celebrity,Saqibsaleem,Actor
Celebrity,indah_kalalo,Actor
Celebrity,punitjpathak,Actor
Celebrity,iamdimpyganguly,Actor
Celebrity,CatherineTresa1,Actor
Celebrity,aniruddh_dave,Actor
Celebrity,ranbirrk,Actor
Celebrity,MaryamZakaria,Actor
Celebrity,maheshshetty,Actor
Celebrity,BecauseImFreida,Actor
Celebrity,RajjatTokas,Actor
Celebrity,shantanum07,Actor
Celebrity,ravibhatia333,Actor
Celebrity,sanakhan0023,Actor
Celebrity,SahaEna,Actor
Celebrity,MallikaDua,Actor
Celebrity,ThatLadyV,Actor
Celebrity,bangdu,Actor
Celebrity,teampreity,Actor
Celebrity,nouwwwin,Actor
Celebrity,imsalman,Actor
Celebrity,AishwaryaRai,Actor
Celebrity,mammootty,Actor
Celebrity,adg_5,Actor
Celebrity,Iamwaluscha,Actor
Celebrity,gulshandevaiah,Actor
Celebrity,SaurabhRajJain,Actor
Celebrity,Akshay0beroi,Actor
Celebrity,shan_daar,Actor
Celebrity,Shiv_Pandit,Actor
Celebrity,CharmyKaur,Actor
Celebrity,Dhrishyam,Actor
Celebrity,karanjohar,Artist
Celebrity,ARMurugadoss,Artist
Celebrity,MaheshNBhatt,Artist
Celebrity,soundaryaarajni,Artist
Celebrity,purijagan,Artist
Celebrity,selvaraghavan,Artist
Celebrity,DabbooRatnani,Artist
Celebrity,ash_r_dhanush,Artist
Celebrity,ShirishKunder,Artist
Celebrity,imbhandarkar,Artist
Celebrity,SrideviBKapoor,Artist
Celebrity,harish2you,Artist
Celebrity,VigneshShivN,Artist
Celebrity,konavenkat99,Artist
Celebrity,AbangNarjiCagur,Artist
Celebrity,remodsouza,Artist
Celebrity,rajeshmdirector,Artist
Celebrity,jayam_mohanraja,Artist
Celebrity,pandiraj_dir,Artist
Celebrity,vishnu_dir,Artist
Celebrity,dirlingusamy,Artist
Celebrity,RajkumarHirani,Artist
Celebrity,dhayaalagiri,Artist
Celebrity,sujoy_g,Artist
Celebrity,ritesh_sid,Artist
Celebrity,MohanShakti,Artist
Celebrity,kunalkohli,Artist
Celebrity,srijitspeaketh,Artist
Celebrity,pcsreeram,Artist
Celebrity,kabirkhankk,Artist
Celebrity,PoojaB1972,Artist
Celebrity,aliabbaszafar,Artist
Celebrity,ShoojitSircar,Artist
Celebrity,ssk1122,Artist
Celebrity,anuragkashyap72,Artist
Celebrity,rahatindori,Artist
Celebrity,punitdmalhotra,Artist
Celebrity,DOPSenthilKumar,Artist
Celebrity,MiraPagliNair,Artist
Celebrity,DirKrish,Artist
Celebrity,kenghosh,Artist
Celebrity,manojmuntashir,Artist
Celebrity,iammony,Artist
Celebrity,nikkhiladvani,Artist
Celebrity,GOLDIEBEHL,Artist
Celebrity,TheRaghav_Juyal,Artist
Celebrity,SalmanYKhan,Artist
Celebrity,dthevirus31,Artist
Celebrity,RohanShrestha,Artist
Celebrity,roshanabbas,Artist
Celebrity,prajaktrebeloma,Artist
Celebrity,rahulshettyRz,Artist
Celebrity,terencelewisTL,Artist
Celebrity,prakashraaj,Broadcast-Actor
Celebrity,nikhilchinapa,Broadcast-Actor
Celebrity,DhivyaDharshini,Broadcast-Actor
Celebrity,ashutosh83B,Broadcast-Actor
Celebrity,anjanaomkashyap,Broadcast-Actor
Celebrity,gauravcsawant,Broadcast-Actor
Celebrity,ramyavj,Broadcast-Actor
Celebrity,suhasinih,Broadcast-Actor
Celebrity,derekobrienmp,Broadcast-Actor
Celebrity,OYERJALOK,Broadcast-Actor
Celebrity,SwetaSinghAT,Broadcast-Actor
Celebrity,Bhavna__B,Broadcast-Actor
Celebrity,VJAnusha,Broadcast-Actor
Celebrity,RannvijaySingha,Broadcast-Actor
Celebrity,dibang,Broadcast-Actor
Celebrity,sidkannan,Broadcast-Actor
Celebrity,UmaPemmaraju,Broadcast-Actor
Celebrity,ajitanjum,Broadcast-Actor
Celebrity,tweetfromRaghu,Broadcast-Actor
Celebrity,manakgupta,Broadcast-Actor
Celebrity,praddy06,Broadcast-Actor
Celebrity,neeleshmisra,Broadcast-Actor
Celebrity,AliyaNazki,Broadcast-Actor
Celebrity,daisymayqueen,Broadcast-Actor
Celebrity,abhishektelang,Broadcast-Actor
Celebrity,starneelima,Broadcast-Actor
Celebrity,MeeMeera,Broadcast-Actor
Celebrity,RJ_Balaji,Disc Jockey
Celebrity,Greenwave (@DjPeeAoy,Disc Jockey
Celebrity,anishsood,Disc Jockey
Celebrity,sumitsethimusic,Disc Jockey
Celebrity,deejaydev,Disc Jockey
Celebrity,DJAQEELFOREVER,Disc Jockey
Celebrity,Dj_Chetas,Disc Jockey
Celebrity,aidmrecords,Disc Jockey
Celebrity,zydecmusic,Disc Jockey
Celebrity,kritisanon,Fashion-Star
Celebrity,ManishMalhotra,Fashion-Star
Celebrity,SherlynChopra,Fashion-Star
Celebrity,Itslavanya,Fashion-Star
Celebrity,FarahKhanAli,Fashion-Star
Celebrity,princenarula88,Fashion-Star
Celebrity,ShahDaisy25,Fashion-Star
Celebrity,anitadongre,Fashion-Star
Celebrity,vinrana1986,Fashion-Star
Celebrity,KARISHMAK_TANNA,Fashion-Star
Celebrity,HaydonLisa,Fashion-Star
Celebrity,ShainaNC,Fashion-Star
Celebrity,paro_nair,Fashion-Star
Celebrity,Anaita_Adajania,Fashion-Star
Celebrity,arpitduryodhan,Fashion-Star
Celebrity,AshishChowdhry,Fashion-Star
Celebrity,ShamitaShetty,Fashion-Star
Celebrity,AgerwalNidhhi,Fashion-Star
Celebrity,sabya_mukherjee,Fashion-Star
Celebrity,whulandary2626,Fashion-Star
Celebrity,BibhuMohapatra,Fashion-Star
Celebrity,payalsinghal,Fashion-Star
Celebrity,Nomdemode,Fashion-Star
Celebrity,Ashishsahani_,Fashion-Star
Celebrity,anirudhofficial,Musician
Celebrity,ThisIsDSP,Musician
Celebrity,Premgiamaren,Musician
Celebrity,Shankar_Live,Musician
Celebrity,immancomposer,Musician
Celebrity,NUCLEYA,Musician
Celebrity,hiphoptamizha,Musician
Celebrity,TheDecemberists,Musician
Celebrity,Jharrisjayaraj,Musician
Celebrity,aroyfloyd,Musician
Celebrity,AmaalMallik,Musician
Celebrity,EhsaanNoorani,Musician
Celebrity,anuprubens,Musician
Celebrity,Aceaxemusic,Musician
Celebrity,ClintonCerejo,Musician
Celebrity,sachingupta1208,Musician
Celebrity,Sanam_Official,Musician
Celebrity,karshkalemusic,Musician
Celebrity,ShankarAnoushka,Musician
Celebrity,meetbros,Musician
Celebrity,Mann_meetbros,Musician
Celebrity,SwetShopBoys,Musician
Celebrity,TheDemonstealer,Musician
Celebrity,welwetrose,Musician
Celebrity,realkrsna,Musician
Celebrity,arrahman,Singer
Celebrity,mangeshkarlata,Singer
Celebrity,shreyaghoshal,Singer
Celebrity,MikaSingh,Singer
Celebrity,asliyoyo,Singer
Celebrity,gvprakash,Singer
Celebrity,ashabhosle,Singer
Celebrity,SunidhiChauhan5,Singer
Celebrity,diljitdosanjh,Singer
Celebrity,gurdasmaan,Singer
Celebrity,VishalDadlani,Singer
Celebrity,Its_Badshah,Singer
Celebrity,singer_shaan,Singer
Celebrity,ShekharRavjiani,Singer
Celebrity,melly_goeslaw,Singer
Celebrity,igippygrewal,Singer
Celebrity,salim_merchant,Singer
Celebrity,raftaarmusic,Singer
Celebrity,thisisysr,Singer
Celebrity,ipritamofficial,Singer
Celebrity,jazzyb,Singer
Celebrity,Chinmayi,Singer
Celebrity,ArmaanMalik22,Singer
Celebrity,dalermehndi,Singer
Celebrity,AdnanSamiLive,Singer
Celebrity,iAmNehaKakkar,Singer
Celebrity,sussannekroshan,Singer
Celebrity,iDeepuDJ,Singer
Celebrity,Kailashkher,Singer
Celebrity,krishoffl,Singer
Celebrity,shilparao11,Singer
Celebrity,Sulaiman,Singer
Celebrity,vijayantony,Singer
Celebrity,Sukhbir_Singer,Singer
Celebrity,Arunrajakamaraj,Singer
Celebrity,IAMVIJAYYESUDAS,Singer
Celebrity,raghavsachar,Singer
Celebrity,jeetmusic,Singer
Celebrity,SonuKakkar,Singer
Celebrity,neetimohan18,Singer
Celebrity,Benny_Dayal,Singer
Celebrity,THEJAZDHAMI,Singer
Celebrity,TheArijitSingh,Singer
Celebrity,MANJmusik,Singer
Celebrity,officiallyAnkit,Singer
Celebrity,rahulvaidya23,Singer
Celebrity,sonamohapatra,Singer
Celebrity,TheKanikakapoor,Singer
Celebrity,ananya_birla,Singer
Celebrity,AKRITIMUSIC,Singer
Celebrity,DarshanRavalDZ,Singer
Celebrity,BabbuMaan,Singer
Celebrity,iamaadesh,Singer
Celebrity,K_K_Pal,Singer
Celebrity,ShwetaPandit7,Singer
Celebrity,_MohitChauhan,Singer
Celebrity,HardKaurWorld,Singer
Celebrity,vyasshuchita,Singer
Celebrity,1MissPooja,Singer
Celebrity,rekha_bhardwaj,Singer
Celebrity,The_AnuMalik,Singer
Celebrity,KhushbooGrewal,Singer
Celebrity,FarhanMunsh,Singer
Celebrity,SingerHariharan,Singer
Celebrity,Md_Irfan17,Singer
Celebrity,jstar_urban,Singer
Celebrity,Thevasundhara,Singer
Celebrity,Sreeram_singer,Singer
Celebrity,TheAlishaChinai,Singer
Celebrity,iamifthi,Singer
Celebrity,DevrajAdhikari,Singer
Celebrity,Narendermodi,Singer
Celebrity,sachin_rt,Sports-Star
Celebrity,imVkohli,Sports-Star
Celebrity,virendersehwag,Sports-Star
Celebrity,ImRaina,Sports-Star
Celebrity,ImRo45,Sports-Star
Celebrity,ashwinravi99,Sports-Star
Celebrity,harbhajan_singh,Sports-Star
Celebrity,MirzaSania,Sports-Star
Celebrity,GautamGambhir,Sports-Star
Celebrity,NSaina,Sports-Star
Celebrity,msdhoni,Sports-Star
Celebrity,VVSLaxman281,Sports-Star
Celebrity,ImZaheer,Sports-Star
Celebrity,YUVSTRONG12,Sports-Star
Celebrity,ajinkyarahane88,Sports-Star
Celebrity,IrfanPathan,Sports-Star
Celebrity,anilkumble1074,Sports-Star
Celebrity,boxervijender,Sports-Star
Celebrity,DuttYogi,Sports-Star
Celebrity,SGanguly99,Sports-Star
Celebrity,SDhawan25,Sports-Star
Celebrity,sanjaymanjrekar,Sports-Star
Celebrity,cricketaakash,Sports-Star
Celebrity,hardikpandya7,Sports-Star
Celebrity,tiwarymanoj,Sports-Star
Celebrity,Pvsindhu1,Sports-Star
Celebrity,TheRajKundra,Sports-Star
Celebrity,ImIshant,Sports-Star
Celebrity,imjadeja,Sports-Star
Celebrity,y_umesh,Sports-Star
Celebrity,klrahul11,Sports-Star
Celebrity,cheteshwar1,Sports-Star
Celebrity,parthiv9,Sports-Star
Celebrity,pragyanojha,Sports-Star
Celebrity,rpsingh,Sports-Star
Celebrity,Guttajwala,Sports-Star
Celebrity,chetrisunil11,Sports-Star
Celebrity,RanbirKapoorFC,Sports-Star
Celebrity,arya_offl,Sports-Star
Celebrity,MohammadKaif,Sports-Star
Celebrity,Leander,Sports-Star
Celebrity,MishiAmit,Sports-Star
Celebrity,Ra_THORe,Sports-Star
Celebrity,sreesanth36,Sports-Star
Celebrity,PankajAdvani247,Sports-Star
Celebrity,Maheshbhupathi,Sports-Star
Celebrity,sidmallya,Sports-Star
Celebrity,iamyusufpathan,Sports-Star
Celebrity,DineshKarthik,Sports-Star
Celebrity,MdShami11,Sports-Star
Celebrity,Jaspritbumrah93,Sports-Star
Celebrity,narainracing,Sports-Star
Celebrity,P9Ashwini,Sports-Star
Celebrity,Sangram_Sanjeet,Sports-Star
Celebrity,robbieuthappa,Sports-Star
Celebrity,MissNicollet,Sports-Star
Celebrity,vishy64theking,Sports-Star
Celebrity,dindaashoke,Sports-Star
Celebrity,Abhinav_Bindra,Sports-Star
Celebrity,rohanbopanna,Sports-Star
Celebrity,sherryontopp,Sports-Star
Celebrity,SakshiMalik,Sports-Star
Celebrity,im_manishpandey,Sports-Star
Celebrity,Vinay_Kumar_R,Sports-Star
Celebrity,VarunAaron,Sports-Star
Celebrity,JinderMahal,Sports-Star
Celebrity,DipikaPallikal,Sports-Star
Celebrity,mandeeps12,Sports-Star
Celebrity,ImRahulSharma3,Sports-Star
Celebrity,therealkapildev,Sports-Star
Celebrity,RayuduAmbati,Sports-Star
Celebrity,DalipSinghCWE,Sports-Star
Celebrity,UnmuktChand9,Sports-Star
Celebrity,officialKohliFC,Sports-Star
Celebrity,s_badrinath,Sports-Star
Celebrity,MahendraDhoni,Sports-Star
Celebrity,praveenkumar,Sports-Star
Celebrity,karunchandhok,Sports-Star
Celebrity,SomdevD,Sports-Star
Celebrity,joshnachinappa,Sports-Star
Celebrity,KrisSrikkanth,Sports-Star
Celebrity,forevruntd,Sports-Star
Celebrity,SinghBrosWWE,Sports-Star
Celebrity,DeepaAthlete,Sports-Star
Celebrity,imranirampal,Sports-Star
Celebrity,NeenaNumberdar,Sports-Star
Celebrity,BaiT_BaAZi,Sports-Star
Celebrity,MiihierSingh,Sports-Star
Celebrity,nehaaggarwal,Sports-Star
Celebrity,KavitaDeviWWE,Sports-Star
Celebrity,JeetRamaWWE,Sports-Star
Celebrity,SuchetaPalZumba,Sports-Star
Celebrity,chetan_bhagat,Writer
Celebrity,rahulkanwal,Writer
Celebrity,Javedakhtarjadu,Writer
Celebrity,sagarikaghose,Writer
Celebrity,taran_adarsh,Writer
Celebrity,vikramchandra,Writer
Celebrity,Naveen_Odisha,Writer
Celebrity,madhukishwar,Writer
Celebrity,PritishNandy,Writer
Celebrity,anupamachopra,Writer
Celebrity,gargashutosh,Writer
Celebrity,SalmanRushdie,Writer
Celebrity,_RavinderSingh_,Writer
Celebrity,madhankarky,Writer
Celebrity,durjoydatta,Writer
Celebrity,authoramish,Writer
Celebrity,waglenikhil,Writer
Celebrity,jiteshpillaai,Writer
Celebrity,suchetadalal,Writer
Celebrity,PrannoyRoyNDTV,Writer
Celebrity,priyagupta999,Writer
Celebrity,ravishndtv,Writer
Celebrity,tavleen_singh,Writer
Celebrity,BinaNepram,Writer
Celebrity,RanaAyyub,Writer
Celebrity,shiekhspear,Writer
Celebrity,abhijitmajumder,Writer
Celebrity,GhoshAmitav,Writer
Celebrity,writerraj,Writer
Celebrity,reshii,Writer
Celebrity,prasoonjoshi_,Writer
Celebrity,devakatta,Writer
Celebrity,pramitjnathan,Writer
Celebrity,madversity,Writer
Celebrity,SaritaTanwar,Writer
Celebrity,nramind,Writer
Celebrity,nilanjanaroy,Writer
Celebrity,KrystalVbooks,Writer
Celebrity,KanchanGupta,Writer
Celebrity,ashwinsanghi,Writer
Celebrity,dhume,Writer
Celebrity,annavetticad,Writer
Celebrity,HiddenBrain,Writer
Celebrity,TheHariKumar,Writer
Celebrity,calamur,Writer
Celebrity,Sanjay_Dixit,Writer
Celebrity,StuteeMishra,Writer
Celebrity,whattheshare,Writer
Celebrity,rajatagr,Writer
Celebrity,BBCSanjoyM,Writer
Celebrity,sanjukta,Writer
Celebrity,AnantRangaswami,Writer
Celebrity,avinashonly,Writer
Celebrity,vishalmathur85,Writer
Celebrity,nimsaw,Writer
Celebrity,MamtaNarang,Writer
Celebrity,navinmali,Writer
Celebrity,SupermarketWala,Writer
Celebrity,drmaladkar,Writer
Place,DelhiAirport,Airport
Place,RGIAHyd,Airport
Place,CSIAMumbai,Airport
Place,BLRAirport,Airport
Place,WeAreMumbai,City
Place,GoChhattisgarh,City
Place,WhatsHot_IN,City
Place,BangaloreBuzz,City
Place,VisitDubai_IN,City
Place,PuneCityLife,City
Place,CitytadkaSurat,City
Place,Melbourne_in,City
Place,chennaifloods,City
Place,chandigarh_city,City
Place,Chennaifloods15,City
Place,GujaratTourism,Country
Place,TourismGoa,Country
Place,mtdc_official,Country
Place,my_rajasthan,Country
Place,GoUSAin,Country
Place,MySwitzerlandIN,Country
Place,MalaysiaJao,Country
Place,IN_FranceFR,Country
Place,LuxuryNZ_IN,Country
Place,TwitWithManeesh,Country
Place,HospitalsApollo,Medical centre
Place,fortis_hospital,Medical centre
Place,Paras_HMRI,Medical centre
Place,CARE_Hospitals1,Medical centre
Place,Baksons,Medical centre
Place,medanta,Medical centre
Place,MaxCureHospital,Medical centre
Place,DrBatrasHealth,Medical centre
Place,RFhospital,Medical centre
Place,ENOFastRelief,Medical centre
Place,steakholycow,Restaurant/ cafe
Place,IndigoDelis,Restaurant/ cafe
Place,theirishhousein,Restaurant/ cafe
Place,IrishHousePune,Restaurant/ cafe
Place,harrys_india,Restaurant/ cafe
Place,gophoenixing,Shopping center
Place,InorbitMall,Shopping center
Place,HyperCITYIndia,Shopping center
Place,SelectCITYWALK,Shopping center
Place,PMCBangalore,Shopping center
Place,Vivianamall,Shopping center
Place,greatindiaplace,Shopping center
Place,LuLu_Mall,Shopping center
Place,gardensgalleria,Shopping center
Place,1mglidomall,Shopping center
Sport,BCCI,Sport Organization
Sport,IPL,Sport Organization
Sport,IndSuperLeague,Sport Organization
Sport,WWEIndia,Sport Organization
Sport,ProKabaddi,Sport Organization
Sport,BCCIdomestic,Sport Organization
Sport,NBAIndia,Sport Organization
Sport,UFCIndia,Sport Organization
Sport,ioaindia,Sport Organization
Sport,iplscoreupdate,Sport Organization
Sport,PepsiIPL2014,Sport Organization
Sport,IPLT20Tweets,Sport Organization
Sport,CricketT20IPL,Sport Organization
Sport,IndiaOnTrack,Sport Organization
Sport,India_NBA,Sport Organization
Sport,mipaltan,Sport Club
Sport,ChennaiIPL,Sport Club
Sport,KKRiders,Sport Club
Sport,RCBTweets,Sport Club
Sport,SunRisers,Sport Club
Sport,lionsdenkxip,Sport Club
Sport,KeralaBlasters,Sport Club
Sport,DelhiDaredevils,Sport Club
Sport,ChennaiyinFC,Sport Club
Sport,WisdenIndia,Sport Club
Sport,ForceIndiaF1,Sport Club
Sport,WorldATK,Sport Club
Sport,IndianFootball,Sport Club
Sport,NEUtdFC,Sport Club
Sport,Mohun_Bagan,Sport Club
Sport,FCGoaOfficial,Sport Club
Sport,RPSupergiants,Sport Club
Sport,bengalurufc,Sport Club
Sport,eastbengalfc,Sport Club
Sport,MumbaiCityFC,Sport Club
Sport,BengaluruBulls,Sport Club
Sport,FCPuneCity,Sport Club
Sport,DelhiDynamos,Sport Club
Sport,JaipurPanthers,Sport Club
Sport,PuneriPaltan,Sport Club
Sport,LFCIndia,Sport Club
Sport,BengalWarriors,Sport Club
Sport,DabangDelhiKC,Sport Club
Sport,lajongfc,Sport Club
Sport,MumbaiFC,Sport Club
Sport,MahindraRacing,Sport Club
Sport,sportingoa,Sport Club
Sport,VWmotorsportind,Sport Club
Sport,Spurs_India,Sport Club
Sport,salgaocarfc,Sport Club
Sport,demposcofficial,Sport Club
Sport,clt20,Sport Event
Sport,MaharashtraOpen,Sport Event
Sport,Official_PWL,Sport Event
Sport,TataMumMarathon,Sport Event
Sport,runadhm,Sport Event
Sport,XWarriorRace,Sport Event
Community,automall_india,Auto interest
Community,RideTillIDieCom,Auto interest
Community,GulzarPoetry,Culture
Community,behindwoods,Film
Community,Sibi_Sathyaraj,Film
Community,CinemaVikatan,Film
Community,SRKUniverse,Film
Community,boxofficeindia,Film
Community,FilmID_,Film
Community,bindasstv,Film
Community,SRKFC1,Film
Community,BollywoodTimes,Film
Community,tamil_films,Film
Community,Theteluguone,Film
Community,CCSMAwards,Film
Community,Mirchi9,Film
Community,Flickbay,Film
Community,PVRIMAX,Film
Community,HighonFilmz,Film
Community,_ChilliPaneer,Film
Community,Akmfcwa,Film
Community,TamilAKKIANS,Film
Community,fakingnews,Fun
Community,KapilFans,Fun
Community,filtercopy,Fun
Community,awkwardposts,Hobbies
Community,selfamused,Hobbies
Community,iamsanthanam,Hobbies
Community,TheViralFever,Hobbies
Community,TheMindBlowings,Hobbies
Community,KareenaK_FC,Hobbies
Community,manobalam,Hobbies
Community,thegooglefact,Hobbies
Community,News18India,Hobbies
Community,AwkwardComedy,Hobbies
Community,AmitabhBachan,Hobbies
Community,WTFGlFs,Hobbies
Community,the_viralvideos,Hobbies
Community,BestLifeNotes,Hobbies
Community,SCGanguly,Hobbies
Community,ThemindConsole_,Hobbies
Community,MahatOfficial,Hobbies
Community,applestreem,Hobbies
Community,vairamuthu,Hobbies
Community,sangithakrish,Hobbies
Community,Sushant196,Hobbies
Community,drshahrukh,Hobbies
Community,HallyuWebsite,Hobbies
Community,gstqueryadvises,Hobbies
Community,maalaimalar,Hobbies
Community,LoveKatrinaKaif,Hobbies
Community,kareena4u,Hobbies
Community,Saptuari,Hobbies
Community,MSDmahi,Hobbies
Community,sandymridul,Hobbies
Community,MumbaiBoss,Hobbies
Community,SRK_FC,Hobbies
Community,news18dotcom,Hobbies
Community,AnushkaSharmaFC,Hobbies
Community,alexa_key,Hobbies
Community,aslimastram,Hobbies
Community,MarathiBrain,Hobbies
Community,anuragkashyapFC,Hobbies
Community,TweetyQuote,Hobbies
Community,ChiruFollower,Hobbies
Community,livetorque,Hobbies
Community,TarunSoodDelhi,Hobbies
Community,USfreshfruitIN,Hobbies
Community,Reliance_ADAG,Hobbies
Community,punemirror,Hobbies
Community,HexagonMI,Hobbies
Community,ChorSnapdeal,Hobbies
Community,paperboatdrinks,Hobbies
Community,Mk_Adhikary,Hobbies
Community,amazoncareers,Hobbies
Community,VodafoneIN_News,Hobbies
Community,AkshayeKhanna,Hobbies
Community,letvindia,Hobbies
Community,RanbaxyIndia,Hobbies
Community,TimesCrest,Hobbies
Community,Roopmantra,Hobbies
Community,QuestKolkata,Hobbies
Community,viksbhatt,Hobbies
Community,Traditionalmela,Hobbies
Community,ethanthi,Hobbies
Community,AjkerDeal,Hobbies
Community,digiPankazz,Hobbies
Community,smartlearningmv,Hobbies
Community,IDIndiaOfficial,Hobbies
Community,shankarghosh,Hobbies
Community,slassyindia,Hobbies
Community,iGATEPatni,Hobbies
Community,TheAgyaniBaba,Hobbies
Community,9rentals,Hobbies
Community,dellindia,Hobbies
Community,sahilkh,Hobbies
Community,benefits_plus,Hobbies
Community,Wayanad,Hobbies
Community,angshumannitb,Hobbies
Community,ColgateIndia,Hobbies
Community,sudhanshu_noida,Hobbies
Community,gargnitisha,Hobbies
Community,bookmyshow007,Hobbies
Community,HyderabadShopin,Hobbies
Community,m193823,Hobbies
Community,chokhidhani_ind,Hobbies
Community,jasmindsena63,Hobbies
Community,TestingMasters,Hobbies
Community,delhiGAcademy,Hobbies
Community,PowerzoneMCB,Hobbies
Community,TellyNewsForum,Hobbies
Community,keshpariproduct,Hobbies
Community,SpeakupRig,Hobbies
Community,WTFCrazyPranks,Hobbies
Community,ISTAWomen,Hobbies
Community,herczk,Hobbies
Community,sweetsanki,Hobbies
Community,ScreenCreed,Hobbies
Community,ntimersolutions,Hobbies
Community,MissMalini,Life Style
Community,bpbmumbai,Life Style
Community,AksharPathak,Life Style
Community,FoodFood,Life Style
Community,NDTVFood,Life Style
Community,monalithakur03,Life Style
Community,RJRIYA,Life Style
Community,StoryPicker,Life Style
Community,RJDixita,Life Style
Community,twinkleintrendz,Life Style
Community,hrxbrand,Life Style
Community,BollywoodH,Life Style
Community,Finelychopped,Life Style
Community,foodtalkindia,Life Style
Community,ccl,Life Style
Community,MarathiRT,Life Style
Community,BhushaanKadam,Life Style
Community,iamyudhvir,Life Style
Community,nikhilchawla,Life Style
Community,IndianTouristB,Life Style
Community,vindee,Life Style
Community,factordaily,Life Style
Community,nimishdubey,Life Style
Community,StephanieT2525,Life Style
Community,disizkishan,Life Style
Community,DhruvBhutani,Life Style
Community,EscenaIndie,Life Style
Community,parnashree19,Life Style
Community,roadtotaste,Life Style
Community,HomegrownIn,Life Style
Community,iDivaOfficial,Life Style
Community,MSNINENT,Life Style
Community,BeBeautiful_In,Life Style
Community,AashnaShroff,Life Style
Community,FoodiBase,Life Style
Community,EuropeDiaries,Life Style
Community,BeGlamrs,Life Style
Community,Luxpresso,Life Style
Community,TheZoiro,Life Style
Community,EDMofy,Life Style
Community,TweetToCM,Life Style
Community,MiserlyGeek,Life Style
Community,VernikaAwal,Life Style
Community,bakewithshivesh,Life Style
Community,allabouteve_in,Life Style
Community,womenpla,Life Style
Community,India_sq,Life Style
Community,HomeTown_In,Life Style
Community,smpreview,Life Style
Community,ZeeMusicCompany,Music
Community,BuzzingTracks,Music
Community,songdewnetwork,Music
Community,BreezerVivid,Music
Community,PaadalVarigal,Music
Community,GuveraIN,Music
Community,pehchanmusic,Music
Community,Actor_Vivek,Personal
Community,RajatSharmaLive,Personal
Community,rithvik_RD,Personal
Community,sardanarohit,Personal
Community,sambitswaraj,Personal
Community,Atlee_dir,Personal
Community,AnjanaVJ,Personal
Community,gurruchoudhary,Personal
Community,ppbajpai,Personal
Community,hegdepooja,Personal
Community,GabbbarSingh,Personal
Community,mymalishka,Personal
Community,Trendulkar,Personal
Community,karthiksubbaraj,Personal
